Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2017-02-01,bbl,174.5,175.5,173.5,175.5,169.355362,5953500.0
2017-02-01,ktb,19.0,19.200001,18.9,19.200001,18.366062,21752200.0
2017-02-01,scb,150.5,153.0,150.5,152.0,146.727814,6969200.0
2017-02-02,bbl,175.0,177.0,174.5,175.5,169.355362,5250500.0
2017-02-02,ktb,19.200001,19.200001,18.9,19.0,18.174747,40206000.0
2017-02-02,scb,152.0,153.0,151.0,151.0,145.76251200000004,6529100.0
2017-02-03,bbl,175.0,178.5,175.0,178.5,172.250336,5470600.0
2017-02-03,ktb,19.0,19.1,18.9,19.1,18.270405,48912400.0
2017-02-03,scb,151.0,153.5,151.0,153.0,147.69313,6597700.0
2017-02-06,bbl,178.5,181.5,178.5,180.5,174.18031299999996,8150800.0
2017-02-06,ktb,19.200001,19.299999,18.9,19.0,18.174747,77639200.0
2017-02-06,scb,154.0,155.0,153.5,154.5,149.141098,9901200.0
2017-02-07,bbl,180.5,181.0,179.0,180.0,173.697815,3648600.0
2017-02-07,ktb,18.9,19.1,18.799999,19.0,18.174747,49866700.0
2017-02-07,scb,154.5,155.0,153.5,154.0,148.658447,3802600.0
2017-02-08,bbl,180.0,180.0,178.5,179.0,172.732819,2574200.0
2017-02-08,ktb,19.0,19.200001,18.9,19.0,18.174747,57530300.0
2017-02-08,scb,153.5,154.5,153.0,154.0,148.658447,5747300.0
2017-02-09,bbl,179.5,182.5,179.5,181.0,174.662796,7290700.0
2017-02-09,ktb,19.1,19.700001,19.1,19.5,18.653029999999998,142179400.0
2017-02-09,scb,154.5,156.0,153.5,154.0,148.658447,6157400.0
2017-02-10,bbl,182.0,182.5,181.0,182.5,176.110275,3589100.0
2017-02-10,ktb,19.6,19.6,19.4,19.4,18.557373000000002,55991300.0
2017-02-10,scb,154.5,155.0,154.0,154.0,148.658447,9620500.0
2017-02-13,bbl,182.5,182.5,182.5,182.5,176.110275,0.0
2017-02-13,ktb,19.4,19.4,19.4,19.4,18.557373000000002,0.0
2017-02-13,scb,154.0,154.0,154.0,154.0,148.658447,0.0
2017-02-14,bbl,182.0,182.5,179.0,179.0,172.732819,2841700.0
2017-02-14,ktb,19.5,19.700001,19.200001,19.4,18.557373000000002,69731100.0
2017-02-14,scb,155.0,156.0,153.0,154.0,148.658447,9754000.0
